index,单价,小区名称,建筑面积,户型,房屋总价,朝向,楼层,装修
9,41754元/平米,莲坂西小区,62.27平米,2室2厅2卫,260万,南北,中层,精装修
10,48262元/平米,国贸信隆城,146.7平米,4室2厅3卫,708万,南北,低层,简装修
11,42568元/平米,福津大街,74平米,2室2厅1卫,315万,南北,高层,精装修
12,51838元/平米,水岸筼筜,165.9平米,4室2厅2卫,860万,南北,高层,精装修
13,57189元/平米,华瑞花园,174.51平米,5室2厅2卫,998万,南北,高层,中装修
14,37067元/平米,岳阳小区,75平米,3室1厅1卫,278万,南北,中层,简装修
15,49680元/平米,仙岳山庄,132.85平米,3室2厅2卫,660万,南北,高层,精装修
16,49715元/平米,繁荣广场,140.4平米,3室2厅2卫,698万,西北,高层,精装修
17,53010元/平米,上东美地,143.37平米,4室2厅2卫,760万,南北,低层,简装修
18,41615元/平米,豆仔苑,64.4平米,2室2厅3卫,268万,南北,高层,精装修
19,41557元/平米,福满山庄,72.19平米,2室1厅1卫,300万,南北,高层,精装修
20,39720元/平米,前埔北区二里,107平米,3室2厅2卫,425万,南北,中层,中装修
21,43452元/平米,中关委大厦,84平米,2室2厅1卫,365万,东北,中层,精装修
22,39070元/平米,红星安华小区,43平米,2室1厅1卫,168万,南,中层,精装修
23,50730元/平米,嘉成花园,128.13平米,3室2厅2卫,650万,西北,中层,中装修
24,95946元/平米,南湖中祥大厦,74平米,3室2厅2卫,710万,南北,低层,精装修
25,77476元/平米,鑫塔水尚,161.34平米,6室3厅4卫,1250万,东,高层,暂无
26,45570元/平米,莲坂新村,118.5平米,3室2厅2卫,540万,南北,中层,精装修
27,62438元/平米,博海豪园,160平米,4室2厅2卫,999万,东,低层,精装修
28,38522元/平米,金鸡亭西林东里小区,70.09平米,2室2厅1卫,270万,南北,中层,精装修
29,88345元/平米,厦禾裕景,152.81平米,3室2厅2卫,1350万,南北,低层,精装修
30,48913元/平米,嘉盛豪园,92平米,2室2厅1卫,450万,南北,高层,简装修
31,74436元/平米,蓝湾国际,133平米,4室2厅2卫,990万,南北,低层,精装修
32,45833元/平米,玫瑰园,120平米,3室2厅2卫,550万,南北,高层,简装修
33,48727元/平米,上古街10号,55平米,2室1厅1卫,268万,南北,中层,简装修
34,44608元/平米,文兴东一里,51.56平米,1室1厅1卫,230万,南北,高层,中装修
35,63121元/平米,假日香港广场,141平米,3室2厅2卫,890万,南北,中层,精装修
36,38438元/平米,岳阳小区,64.52平米,2室2厅1卫,248万,东南,低层,简装修
37,42456元/平米,阳光花园,85.5平米,3室2厅1卫,363万,南北,高层,简装修
38,54963元/平米,育秀中心,135平米,3室2厅2卫,742万,东南,中层,精装修
39,47806元/平米,嘉盛豪园,152.7平米,4室2厅2卫,730万,南北,中层,简装修
40,70565元/平米,鹭江海景花园,89.28平米,2室1厅1卫,630万,东北,高层,精装修
41,46565元/平米,建发花园三期,131平米,4室2厅2卫,610万,南,低层,简装修
42,56686元/平米,永成大厦,107.61平米,3室2厅2卫,610万,西北,高层,精装修
43,60000元/平米,大洲国际龙郡,175平米,5室2厅2卫,1050万,南北,中层,毛坯
44,80281元/平米,巴厘香墅,448.3平米,5室3厅2卫,3599万,南,低层,中装修
45,64790元/平米,建兴小区,89.52平米,暂无,580万,南北,高层,中装修
46,41920元/平米,菡菁大厦,147.9平米,3室2厅2卫,620万,南北,高层,简装修
47,65830元/平米,江山帝景,145.83平米,3室2厅2卫,960万,南北,中层,精装修
48,71457元/平米,九龙城,50.1平米,2室2厅2卫,358万,南,高层,简装修
49,49635元/平米,九竹巷,68.5平米,2室1厅1卫,340万,南北,中层,中装修
50,81593元/平米,厦禾裕景,153.2平米,3室2厅2卫,1250万,南北,高层,豪华装修
51,86705元/平米,皇家御城,121.1平米,3室2厅2卫,1050万,南北,中层,精装修
52,84840元/平米,海豚湾小区,271.1平米,6室2厅3卫,2300万,南北,高层,豪华装修
53,56703元/平米,君临宝邸,174.24平米,4室2厅2卫,988万,西南,中层,精装修
54,53691元/平米,金枫园,90.89平米,4室2厅2卫,488万,南,高层,精装修
55,45040元/平米,古楼北里,74.6平米,2室2厅1卫,336万,南北,高层,精装修
56,79586元/平米,厦禾裕景,320.41平米,5室2厅4卫,2550万,南北,高层,豪华装修
57,44000元/平米,禹洲花园三期,50平米,2室2厅1卫,220万,南北,高层,精装修
58,60714元/平米,文秀阁,56平米,1室2厅1卫,340万,南北,中层,简装修
59,38333元/平米,厦港新村,60平米,2室1厅1卫,230万,南,高层,中装修
0,57971元/平米,莲岳里,41.4平米,1室1厅1卫,240万,南北,低层,简装修
1,47272元/平米,法院宿舍,101.54平米,3室2厅1卫,480万,南北,中层,精装修
2,39744元/平米,美新广场,78平米,3室2厅2卫,310万,南北,低层,毛坯
3,68009元/平米,海峡国际天璟,226平米,5室2厅4卫,1537万,西南,高层,精装修
4,55238元/平米,大洲新世纪广场,105平米,3室2厅2卫,580万,南北,低层,简装修
5,52593元/平米,振兴新村,54.19平米,2室1厅1卫,285万,东南,中层,简装修
6,67324元/平米,巴厘香墅,710平米,7室3厅5卫,4780万,南北,低层,毛坯
7,100015元/平米,国贸春天,329.95平米,6室3厅4卫,3300万,南北,高层,毛坯
8,44303元/平米,华天花园,56.43平米,1室1厅1卫,250万,南北,低层,精装修
9,73761元/平米,新景高峰会,203.36平米,5室2厅3卫,1500万,南北,中层,毛坯
10,88235元/平米,厦禾裕景,153平米,3室2厅2卫,1350万,南北,低层,精装修
11,60112元/平米,建兴小区,89平米,3室2厅2卫,535万,南北,低层,简装修
12,37143元/平米,仙阁里,70平米,2室2厅1卫,260万,东西,中层,简装修
13,64954元/平米,怡和大厦,109平米,2室2厅2卫,708万,西北,中层,简装修
14,51045元/平米,映碧里,67平米,2室2厅1卫,342万,南北,高层,简装修
15,44304元/平米,莲花花园,221.2平米,5室2厅3卫,980万,南北,高层,精装修
16,44243元/平米,侨福城,90.41平米,3室2厅1卫,400万,南北,高层,精装修
17,36154元/平米,岳阳西里,65平米,2室1厅1卫,235万,南北,中层,简装修
18,42013元/平米,福满山庄,163.76平米,4室2厅2卫,688万,南北,高层,简装修
19,44000元/平米,翠湖小区,75平米,2室1厅1卫,330万,南北,低层,精装修
20,89328元/平米,源昌新天地,167.92平米,6室2厅2卫,1500万,南北,低层,简装修
21,59873元/平米,云顶至尊,314平米,4室2厅5卫,1880万,南北,中层,豪华装修
22,49276元/平米,瑞景新村,97.41平米,3室2厅2卫,480万,南北,高层,精装修
23,48182元/平米,夏新花园,55平米,2室1厅1卫,265万,南北,高层,精装修
24,36627元/平米,台亚大厦,117.4平米,3室2厅2卫,430万,东南,低层,简装修
25,55000元/平米,嘉隆商业小区,100平米,3室2厅2卫,550万,西,中层,豪华装修
26,44748元/平米,云顶至尊,269.51平米,4室2厅4卫,1206万,南北,高层,精装修
27,81633元/平米,海峡国际天璟,245平米,4室2厅3卫,2000万,南北,高层,豪华装修
28,52727元/平米,大学路小区,121平米,3室2厅2卫,638万,南北,高层,简装修
29,46840元/平米,云顶至尊,269平米,4室2厅3卫,1260万,南北,中层,中装修
30,53136元/平米,福满家园,169平米,4室2厅2卫,898万,南北,中层,简装修
31,71053元/平米,南湖豪苑,152平米,4室2厅2卫,1080万,南北,中层,简装修
32,50977元/平米,骏景园,133平米,3室2厅2卫,678万,南北,高层,精装修
33,45692元/平米,国贸新城,84.26平米,2室2厅1卫,385万,南北,中层,中装修
34,83645元/平米,厦禾裕景,320.4平米,5室2厅4卫,2680万,南北,高层,精装修
35,46750元/平米,金枫园,87.7平米,2室2厅1卫,410万,东南,低层,简装修
36,64835元/平米,凤凰山庄,364平米,6室2厅3卫,2360万,南北,低层,简装修
37,83773元/平米,云海山庄,322.3平米,6室3厅4卫,2700万,南,低层,中装修
38,43014元/平米,光华大厦,146平米,3室2厅2卫,628万,东北,高层,精装修
39,54224元/平米,瑞馨阁,79.3平米,2室1厅1卫,430万,南北,低层,精装修
40,53000元/平米,西堤公寓,136.98平米,2室1厅1卫,726万,南北,低层,简装修
41,44563元/平米,裕康花园,105.02平米,4室2厅2卫,468万,南北,低层,豪华装修
42,54717元/平米,东方巴黎,79.5平米,2室2厅1卫,435万,东西,中层,精装修
43,78947元/平米,山水芳邻,133平米,3室2厅2卫,1050万,南北,低层,中装修
44,48350元/平米,海滨花园,103平米,2室2厅1卫,498万,南北,低层,精装修
45,39070元/平米,红星安华小区,43平米,2室1厅1卫,168万,南,中层,精装修
46,48727元/平米,上古街10号,55平米,2室1厅1卫,268万,南北,中层,简装修
47,59189元/平米,万寿新城,74平米,3室2厅1卫,438万,南北,中层,中装修
48,49573元/平米,前埔北区一里,117平米,3室2厅2卫,580万,南北,高层,简装修
49,45333元/平米,永康大厦,75平米,2室2厅1卫,340万,西北,高层,精装修
50,49598元/平米,前埔北区一里,116.94平米,3室2厅2卫,580万,南北,高层,精装修
51,96273元/平米,厦禾裕景,322平米,5室2厅3卫,3100万,南北,高层,简装修
52,65007元/平米,罗宾森广场,128.91平米,4室1厅2卫,838万,东南,低层,精装修
53,65408元/平米,信和中央广场,53.51平米,2室1厅1卫,350万,西北,低层,中装修
54,81747元/平米,信和银湖天峰,89.3平米,2室2厅1卫,730万,南北,低层,豪华装修
55,65830元/平米,江山帝景,145.83平米,3室2厅2卫,960万,南北,中层,精装修
56,70149元/平米,海峡国际天璟,134平米,3室2厅2卫,940万,东西,中层,精装修
57,51489元/平米,嘉益大厦,188平米,3室3厅2卫,968万,南,低层,简装修
58,41000元/平米,龙福花园,100平米,3室2厅2卫,410万,南北,高层,精装修
0,54545元/平米,美仁宫大厦,121平米,3室2厅2卫,660万,东,低层,简装修
1,74742元/平米,国贸春天,200.69平米,4室2厅3卫,1500万,南北,中层,精装修
2,75000元/平米,厦门大学城,76平米,1室1厅1卫,570万,南北,高层,简装修
3,39688元/平米,石亭小区,70.55平米,2室1厅1卫,280万,南北,低层,简装修
4,48802元/平米,太湖新城二期,136.47平米,3室2厅2卫,666万,南北,高层,精装修
5,56345元/平米,万泰东方,115.36平米,3室2厅1卫,650万,东,高层,暂无
6,65089元/平米,海峡国际天璟,169平米,4室2厅2卫,1100万,东南,低层,简装修
7,48462元/平米,禹洲世贸国际,130平米,3室2厅2卫,630万,东,中层,豪华装修
8,68346元/平米,宏辉大厦,172.65平米,5室2厅1卫,1180万,南北,中层,精装修
9,41195元/平米,嘉莲大厦,149.29平米,3室2厅2卫,615万,西北,中层,简装修
10,97068元/平米,阳光海岸别墅,515平米,8室5厅7卫,4999万,南,低层,豪华装修
11,61856元/平米,华侨海景城二期,145.5平米,4室2厅2卫,900万,北,低层,精装修
12,44982元/平米,云顶至尊,279平米,4室2厅4卫,1255万,南北,中层,中装修
13,64963元/平米,海峡国际天璟,135平米,3室2厅2卫,877万,东西,中层,中装修
14,69427元/平米,新景世纪城A区,157平米,5室3厅2卫,1090万,南北,中层,毛坯
15,59474元/平米,海峡国际天璟,95平米,2室2厅1卫,565万,南,中层,豪华装修
16,77500元/平米,新景高峰会,200平米,5室3厅4卫,1550万,南北,高层,毛坯
17,39191元/平米,前埔北区一里,96.45平米,3室2厅1卫,378万,南北,高层,中装修
18,48923元/平米,特运文明安全住宅区,65平米,2室1厅1卫,318万,南,中层,精装修
19,74806元/平米,亿力百家苑,167.1平米,4室2厅2卫,1250万,南北,高层,毛坯
20,61538元/平米,鑫塔水尚,143平米,4室3厅3卫,880万,南,中层,豪华装修
21,40789元/平米,文屏山庄,76平米,2室2厅1卫,310万,南北,中层,简装修
22,44983元/平米,屿后南里,57.8平米,2室2厅1卫,260万,南北,中层,简装修
23,41915元/平米,坑内路,62.03平米,2室2厅1卫,260万,南北,低层,中装修
24,75188元/平米,德盛大厦,133平米,3室2厅2卫,1000万,东北,高层,简装修
25,56790元/平米,鸿山大厦,81平米,2室2厅1卫,460万,南北,中层,简装修
26,54248元/平米,湖东花园,153平米,3室2厅2卫,830万,南北,低层,简装修
27,46667元/平米,玉荷里,75平米,2室2厅1卫,350万,南北,中层,精装修
28,88435元/平米,蓝湾国际,147平米,4室2厅2卫,1300万,南北,中层,豪华装修
29,43005元/平米,玫瑰园,139.52平米,3室2厅2卫,600万,东,低层,暂无
30,61728元/平米,富华广场,81平米,2室1厅1卫,500万,南北,高层,中装修
31,80281元/平米,巴厘香墅,448.3平米,5室3厅2卫,3599万,南,低层,中装修
32,37234元/平米,侨福城二期,75.2平米,2室2厅1卫,280万,南北,低层,简装修
33,56972元/平米,非矿大厦,66.7平米,2室2厅1卫,380万,西南,中层,简装修
34,46455元/平米,湖北大厦,94.5平米,3室2厅1卫,439万,南北,低层,精装修
35,56990元/平米,万禾花园,89.49平米,3室2厅1卫,510万,南北,中层,简装修
36,46772元/平米,明发园,75.9平米,2室2厅1卫,355万,南北,高层,简装修
37,41667元/平米,文兴东三里,78平米,2室2厅1卫,325万,南北,低层,中装修
38,47059元/平米,阳光百合,85平米,2室1厅1卫,400万,南北,高层,中装修
39,50649元/平米,住总佳苑,154平米,3室2厅2卫,780万,南北,高层,精装修
40,65653元/平米,文园雅阁,82.25平米,2室2厅1卫,540万,东南,高层,精装修
41,38400元/平米,莲坂西小区,75平米,2室2厅1卫,288万,东,高层,暂无
42,36173元/平米,红星安华小区,85.7平米,4室2厅1卫,310万,南北,高层,中装修
43,67129元/平米,厦航别墅,186.21平米,4室2厅2卫,1250万,南,低层,中装修
44,67279元/平米,海峡国际天璟,136平米,3室1厅2卫,915万,西北,中层,精装修
45,51749元/平米,莲滨里,76.91平米,2室1厅1卫,398万,南北,中层,中装修
46,40278元/平米,家家海景,144平米,3室2厅3卫,580万,南,低层,简装修
47,45315元/平米,华鸿花园,146.75平米,3室3厅3卫,665万,东西,高层,简装修
48,72395元/平米,信和银湖天峰,179.57平米,4室2厅2卫,1300万,西北,中层,毛坯
49,43448元/平米,同亨大厦,87平米,2室2厅1卫,378万,西南,中层,精装修
50,39405元/平米,禹洲花园三期,80.7平米,2室2厅1卫,318万,东,中层,简装修
51,46197元/平米,鸿禧花园,71平米,2室2厅1卫,328万,南北,中层,精装修
52,48581元/平米,海豚湾,181.14平米,3室2厅2卫,880万,东西,中层,精装修
53,65464元/平米,江山帝景,194平米,4室2厅3卫,1270万,南北,中层,精装修
54,77413元/平米,新景高峰会,204.1平米,5室2厅2卫,1580万,南北,高层,毛坯
55,42995元/平米,嘉盛豪园,134.9平米,3室2厅2卫,580万,南北,中层,精装修
56,73469元/平米,联发滨海名居,98平米,2室2厅1卫,720万,东,高层,暂无
57,43426元/平米,育秀里,74.84平米,2室1厅1卫,325万,东西,低层,中装修
58,46436元/平米,莲花广场,92.6平米,3室2厅2卫,430万,东北,中层,精装修
59,53660元/平米,恒通花园大厦,130.45平米,3室2厅2卫,700万,东北,低层,中装修
0,55072元/平米,上东美地,138平米,3室2厅2卫,760万,南北,中层,精装修
1,37313元/平米,槟榔东里,67平米,2室2厅1卫,250万,南北,中层,简装修
2,42351元/平米,卧龙晓城,136.95平米,3室2厅2卫,580万,南北,低层,中装修
3,35381元/平米,金鸡亭花园小区,72.92平米,2室2厅1卫,258万,南北,高层,简装修
4,40576元/平米,龙山山庄,83.3平米,3室1厅1卫,338万,南北,中层,精装修
5,46790元/平米,嘉盛豪园,138.92平米,3室2厅2卫,650万,南北,中层,精装修
6,47636元/平米,联发花园,112.52平米,3室2厅2卫,536万,南北,低层,简装修
7,40634元/平米,武汉大厦,100.9平米,3室2厅1卫,410万,南北,高层,精装修
8,55882元/平米,新莲花新龙山花园,102平米,2室2厅1卫,570万,南北,低层,精装修
9,62241元/平米,永成大厦,120.5平米,4室2厅2卫,750万,南北,高层,豪华装修
10,56391元/平米,万科金域蓝湾,133平米,3室2厅2卫,750万,南北,高层,精装修
11,52381元/平米,裕盛园,105平米,3室2厅3卫,550万,西北,中层,简装修
12,97477元/平米,源昌新天地,104.64平米,4室2厅3卫,1020万,南北,中层,简装修
13,48360元/平米,莲岳里,82.3平米,3室2厅1卫,398万,南北,高层,简装修
14,78294元/平米,特房尊府,185.2平米,4室2厅3卫,1450万,南北,高层,毛坯
15,41667元/平米,文兴东三里,78平米,2室2厅1卫,325万,南北,中层,中装修
16,68182元/平米,蓝湾国际,176平米,4室2厅2卫,1200万,南北,低层,精装修
17,35714元/平米,观远里,84平米,2室2厅1卫,300万,南北,中层,简装修
18,69721元/平米,国贸春天,200.8平米,4室2厅3卫,1400万,南北,中层,精装修
19,46282元/平米,兴鸿广场,129.64平米,3室2厅2卫,600万,南北,低层,简装修
20,40361元/平米,文兴东二里,83平米,3室2厅1卫,335万,南北,低层,简装修
